0.09977,1.5968,0.77618,0.097079,1.6411,1.0277,0.04345
0.097793,1.5909,0.75787,0.094958,1.6384,1.0298,0.047979
0.0968,1.5946,0.74862,0.094428,1.6347,1.0251,0.04449
0.095148,1.5871,0.73103,0.09283,1.6267,1.025,0.052633
0.094172,1.5866,0.72982,0.092267,1.6194,1.0207,0.051705
0.093303,1.5858,0.71472,0.090748,1.6304,1.0282,0.055066
0.090751,1.5999,0.70016,0.087818,1.6534,1.0334,0.073333
0.089608,1.5936,0.70068,0.087281,1.6361,1.0267,0.072852
0.089842,1.5877,0.68551,0.087718,1.6262,1.0242,0.062541
0.088823,1.6037,0.6752,0.087064,1.6362,1.0202,0.062917
0.087326,1.6005,0.66647,0.085428,1.636,1.0222,0.069971
0.086072,1.6045,0.65421,0.083821,1.6476,1.0269,0.072979
0.085647,1.6564,0.58739,0.081143,1.7483,1.0555,0.11093
0.08475,1.6671,0.56689,0.080063,1.7647,1.0585,0.10204
0.084068,1.6381,0.55904,0.078499,1.7543,1.071,0.092703
0.084684,1.6502,0.54915,0.078873,1.7718,1.0737,0.088816
0.084679,1.6416,0.54826,0.080233,1.7326,1.0554,0.073284
0.082502,1.6557,0.54563,0.078441,1.7414,1.0518,0.075775
0.08345,1.6403,0.52632,0.07939,1.7242,1.0511,0.094644
0.082573,1.6357,0.52297,0.077689,1.7385,1.0629,0.086207
0.082459,1.6329,0.50862,0.077244,1.7431,1.0675,0.081285
0.084428,1.6265,0.51335,0.079571,1.7258,1.061,0.075746
0.083363,1.6308,0.50376,0.077938,1.7443,1.0696,0.080913
0.084097,1.6198,0.50663,0.079552,1.7123,1.0571,0.082394
0.08388,1.6164,0.51036,0.079682,1.7016,1.0527,0.069622
0.083971,1.6077,0.52172,0.081689,1.6526,1.0279,0.0635
0.085192,1.6149,0.49109,0.079946,1.7209,1.0656,0.071894
0.085561,1.6063,0.4941,0.081464,1.6871,1.0503,0.063879
0.085163,1.5914,0.49764,0.081707,1.6587,1.0423,0.062166
0.084649,1.5927,0.52428,0.080041,1.6844,1.0576,0.064415
0.086056,1.5861,0.52584,0.081441,1.676,1.0567,0.056998
0.086115,1.5786,0.9647,0.08138,1.6704,1.0582,0.061508
0.083953,1.573,0.9508,0.07957,1.6596,1.0551,0.038762
0.084648,1.5792,0.48971,0.083863,1.594,1.0094,0.031911
0.086229,1.5603,0.95708,0.083208,1.6169,1.0363,0.023997
0.086108,1.5607,0.94549,0.08218,1.6353,1.0478,0.031854
0.085728,1.5494,0.94157,0.082597,1.6082,1.0379,0.027049
0.084003,1.537,0.92477,0.080044,1.6131,1.0495,0.024938
0.08507,1.5359,0.92476,0.081081,1.6115,1.0492,0.022332
0.084657,1.5356,0.9315,0.081239,1.6001,1.0421,0.018891
0.08608,1.53,0.9315,0.084516,1.5583,1.0185,0.011089
0.083787,1.5644,0.93225,0.083336,1.5729,1.0054,0.015408
0.08446,1.5245,0.91235,0.082046,1.5693,1.0294,0.011048
0.084141,1.5074,0.90054,0.081009,1.5657,1.0387,0.014906
0.08358,1.5137,0.89266,0.081216,1.5577,1.0291,0.015763
0.082665,1.5049,0.888,0.079722,1.5605,1.0369,0.019511
0.082521,1.4889,0.88518,0.078907,1.5571,1.0458,0.022627
0.082632,1.5035,0.88658,0.079743,1.558,1.0362,0.019099
0.082419,1.4871,0.87846,0.079117,1.5491,1.0417,0.022952
0.082263,1.5178,0.88644,0.081246,1.5368,1.0125,0.024868
0.082138,1.507,0.87335,0.08006,1.5461,1.026,0.025424
0.08248,1.5082,0.87185,0.08077,1.5402,1.0212,0.023117
0.081568,1.5014,0.86112,0.079089,1.5485,1.0313,0.030919
0.072932,1.7088,0.82716,0.082199,1.5162,0.88727,0.033322
0.073667,1.6572,0.80071,0.079946,1.5271,0.92146,0.036043
0.072787,1.6541,0.78427,0.078754,1.5288,0.92423,0.037081
0.071867,1.6491,0.77125,0.077391,1.5314,0.92862,0.037189
0.072077,1.6872,0.78492,0.080046,1.5192,0.90045,0.03296
0.071719,1.6714,0.74702,0.078315,1.5306,0.91578,0.02114
0.071134,1.6625,0.74262,0.077289,1.5301,0.92036,0.023448
0.071772,1.6581,0.72897,0.076976,1.546,0.9324,0.021739
0.070799,1.6515,0.72622,0.076263,1.5332,0.92836,0.023618
0.070895,1.6568,0.73325,0.077016,1.5251,0.92052,0.018788
0.071138,1.6484,0.72106,0.07625,1.5379,0.93296,0.021272
0.069388,1.6504,0.7203,0.07608,1.5052,0.91204,0.020025
0.067465,1.6774,0.68125,0.074907,1.5108,0.90065,0.015923
0.06816,1.6765,0.69466,0.076242,1.4988,0.894,0.010076
0.06671,1.6763,0.64735,0.072513,1.5421,0.91998,0.019326
0.065936,1.6809,0.64138,0.071739,1.5449,0.91912,0.020164
0.066278,1.6689,0.63676,0.071497,1.547,0.927,0.017667
0.066124,1.6802,0.63385,0.071868,1.5459,0.92008,0.017168
0.065094,1.6779,0.63336,0.071563,1.5263,0.9096,0.015787
0.064713,1.6636,0.65815,0.073711,1.4605,0.87792,0.010949
0.066385,1.692,0.59286,0.073157,1.5354,0.90744,0.018263
0.064927,1.6992,0.5765,0.071034,1.5531,0.91402,0.022081
0.063321,1.698,0.5759,0.07022,1.5311,0.90175,0.023312
0.063527,1.6696,0.57896,0.070241,1.5101,0.90442,0.029754
0.063684,1.6732,0.57418,0.070166,1.5186,0.90761,0.030901
0.063129,1.7,0.5611,0.069555,1.5429,0.90761,0.030698
0.061855,1.6787,0.56278,0.068509,1.5157,0.90289,0.032571
0.06114,1.6833,0.58319,0.069655,1.4775,0.87775,0.022357
0.060332,1.7383,0.51972,0.066695,1.5725,0.9046,0.039421
0.059747,1.7349,0.51867,0.066209,1.5656,0.9024,0.043389
0.058508,1.7489,0.50948,0.065732,1.5567,0.8901,0.046739
0.058785,1.7516,0.50122,0.064866,1.5874,0.90624,0.060127
0.057955,1.7169,0.51138,0.064852,1.5343,0.89365,0.062562
0.058547,1.7526,0.48906,0.064899,1.581,0.90213,0.062785
0.059761,1.7388,0.48332,0.065658,1.5826,0.91019,0.069409
0.058173,1.7411,0.4761,0.064824,1.5625,0.89741,0.082943
0.059003,1.7317,0.47172,0.065354,1.5634,0.90282,0.075667
0.059742,1.7394,0.46119,0.066001,1.5744,0.90517,0.07841
0.059748,1.735,0.45476,0.06592,1.5725,0.90637,0.073896
0.060318,1.7313,0.45646,0.066654,1.5667,0.90494,0.069977
0.060769,1.7333,0.45066,0.066857,1.5755,0.90895,0.084869
0.060849,1.728,0.048355,0.066623,1.5783,0.91333,0.091297
0.0075435,0.023962,0.91184,0.0082809,0.021829,0.91096,1.3331
0.060616,1.7376,0.45054,0.06777,1.5542,0.89444,0.093947
0.062511,1.737,0.92044,0.068207,1.592,0.91649,0.10465
0.062671,1.7245,0.92325,0.068491,1.578,0.91502,0.10352
0.062302,1.7221,0.91914,0.067645,1.5861,0.92102,0.10423
0.063201,1.726,0.91301,0.069008,1.5808,0.91586,0.10107
0.063562,1.7182,0.90217,0.06882,1.5869,0.9236,0.098749
0.063394,1.7088,0.90177,0.069023,1.5694,0.91845,0.090151
0.064381,1.7153,0.89623,0.070327,1.5703,0.91545,0.087384
0.064495,1.7225,0.89776,0.071098,1.5626,0.90712,0.096073
0.0669,1.6998,0.88945,0.072681,1.5646,0.92047,0.089198
0.066162,1.7109,0.89025,0.072617,1.5588,0.9111,0.090548
0.067186,1.7152,0.88676,0.073227,1.5736,0.91749,0.10107
0.067829,1.7012,0.8865,0.074196,1.5552,0.91418,0.10459
0.068995,1.7083,0.88421,0.07566,1.5579,0.91191,0.10755
0.069746,1.7128,0.88275,0.076305,1.5656,0.91405,0.11766
0.070393,1.7055,0.88112,0.077115,1.5568,0.91283,0.123
0.070062,1.721,0.88691,0.077412,1.5576,0.90507,0.12757
