4.12,0.43257
4.16,0.44176
4.2,0.093565
4.24,0.48191
4.28,0.4884
4.32,0.095213
4.36,0.56296
4.4,0.55931
4.44,0.55509
4.48,0.62748
4.52,0.61056
4.56,0.15868
4.6,0.51901
4.64,0.54136
4.68,0.5716
4.72,0.52979
4.76,0.56633
4.8,0.70257
4.84,2.6274
4.88,19.109
4.92,4.969
4.96,0.071829
5,0.062247
5.04,0.19105
5.08,18.899
5.12,0.099792
5.16,0.24227
5.2,0.30803
5.24,0.32043
5.28,0.3354
5.32,0.33793
5.36,0.32811
5.4,0.32856
5.44,0.31961
5.48,0.3193
5.52,0.31986
5.56,0.32161
5.6,0.3255
5.64,0.33076
5.68,0.33194
5.72,0.32313
5.76,0.32876
5.8,0.34257
5.84,0.35266
5.88,0.35028
5.92,0.3421
5.96,0.073884
6,5.7081
6.04,16.885
6.08,0.34003
6.12,0.33829
6.16,0.10411
6.2,0.32989
6.24,0.33936
6.28,0.33711
6.32,0.34686
6.36,0.35881
6.4,0.35094
6.44,0.34283
6.48,0.32808
6.52,0.10823
6.56,0.31188
6.6,0.3033
6.64,0.3069
6.68,0.31759
6.72,0.34245
6.76,0.34115
6.8,0.34397
6.84,0.35958
6.88,0.33683
6.92,0.32932
6.96,0.3336
7,0.3723
7.04,0.36982
7.08,0.37146
7.12,0.40097
7.16,0.42312
7.2,0.43804
7.24,0.44627
7.28,0.4542
7.32,0.43523
7.36,0.42416
7.4,0.39986
7.44,0.41442
7.48,0.42482
7.52,0.43935
7.56,0.46136
7.6,0.49134
7.64,0.50299
7.68,0.52935
7.72,0.56728
7.76,0.57812
7.8,0.53635
7.84,0.46456
7.88,0.44215
7.92,0.36572
7.96,0.31751
8,0.31503
8.04,0.35328
8.08,0.31124
8.12,0.35071
8.16,0.68066
8.2,7.042
8.24,0.25681
8.28,8.4687
8.32,4.9232
8.36,7.9937
8.4,11.947
8.44,41.567
8.48,6.946
8.52,8.3769
8.56,77.43
8.6,5.8749
8.64,7.3818
8.68,6.1589
8.72,5.6788
8.76,5.8
8.8,5.3229
8.84,5.4282
8.88,3.7217
8.92,5.3296
8.96,5.2614
9,4.3087
9.04,1.2827
9.08,1.2608
9.12,1.1548
9.16,2.0688
9.2,3.2045
9.24,4.646
9.28,4.1121
9.32,3.7576
9.36,1.4851
9.4,1.3769
9.44,1.3738
9.48,1.4054
9.52,1.17
9.56,1.0316
9.6,0.83573
9.64,0.74422
9.68,0.70927
9.72,0.70986
9.76,0.74059
9.8,0.75898
9.84,0.77282
9.88,0.75684
9.92,0.72854
9.96,0.68197
10,0.65494
10.04,0.6586
10.08,0.65116
10.12,0.66902
10.16,0.67995
10.2,0.69097
10.24,0.66636
10.28,0.10888
10.32,0.65209
10.36,0.66327
10.4,0.10848
10.44,0.63927
10.48,0.64243
10.52,0.21178
10.56,0.61924
10.6,0.20787
10.64,0.61236
10.68,0.61244
10.72,0.61039
10.76,0.60637
10.8,0.605
10.84,0.59127
10.88,0.58408
10.92,0.57561
10.96,0.5827
11,0.60501
11.04,0.62197
11.08,0.61044
11.12,0.63902
11.16,0.60809
11.2,0.60094
11.24,0.57988
11.28,0.5755
11.32,0.53928
11.36,0.54586
11.4,0.52476
11.44,0.52921
11.48,0.54817
11.52,0.56775
11.56,0.13161
11.6,0.61341
11.64,0.61506
11.68,0.59823
11.72,0.60881
11.76,0.21311
11.8,0.58079
11.84,0.58452
11.88,0.60452
11.92,0.60436
11.96,0.61743
12,0.61841
12.04,0.63818
12.08,0.62047
12.12,0.61875
12.16,0.60827
12.2,0.59864
12.24,0.58107
12.28,0.21196
12.32,0.58398
12.36,0.58104
12.4,0.58719
12.44,0.58922
12.48,0.5936
12.52,0.59521
12.56,0.60037
12.6,0.60094
12.64,0.60108
12.68,0.60023
12.72,0.59531
12.76,0.58684
12.8,0.58725
12.84,0.58519
12.88,0.58082
12.92,0.57885
12.96,0.58043
13,0.58188
13.04,0.58253
13.08,0.58023
13.12,0.57465
13.16,0.56647
13.2,0.55772
13.24,0.20291
13.28,0.53803
13.32,0.53447
13.36,0.19852
13.4,0.53139
13.44,0.1987
13.48,0.53043
13.52,0.52886
13.56,0.52861
13.6,0.52919
13.64,0.53103
13.68,0.53136
13.72,0.52445
13.76,0.51858
13.8,0.51064
13.84,0.19784
13.88,0.12535
13.92,0.12554
13.96,0.12461
14,0.19213
14.04,0.19295
14.08,0.5115
14.12,0.51004
14.16,0.50653
14.2,0.50262
14.24,0.49201
14.28,0.19423
14.32,0.19378
14.36,0.19291
14.4,0.49448
14.44,0.50451
14.48,0.19432
14.52,0.19487
14.56,0.49534
14.6,0.19221
14.64,0.48303
14.68,0.19032
14.72,0.19155
14.76,0.4842
14.8,0.4801
14.84,0.47788
14.88,0.47138
14.92,0.46786
14.96,0.46676
15,0.46587
15.04,0.46283
15.08,0.46307
15.12,0.45965
15.16,0.45746
15.2,0.46331
15.24,0.46444
15.28,0.46883
15.32,0.47048
15.36,0.47166
15.4,0.46897
15.44,0.46439
15.48,0.46536
15.52,0.46416
15.56,0.46092
15.6,0.45821
15.64,0.45786
15.68,0.45402
15.72,0.17502
15.76,0.45653
15.8,0.45992
15.84,0.46496
15.88,0.46486
15.92,0.46158
15.96,0.45943
16,0.46264
16.04,0.45885
16.08,0.46363
16.12,0.45472
16.16,0.45641
16.2,0.45586
16.24,0.45935
16.28,0.46111
16.32,0.46939
16.36,0.47164
16.4,0.47061
16.44,0.46924
16.48,0.46346
16.52,0.46157
16.56,0.45857
16.6,0.45614
16.64,0.45763
16.68,0.45533
16.72,0.45401
16.76,0.4895
16.8,0.50366
16.84,0.47944
16.88,0.51282
16.92,0.51535
16.96,0.47281
17,0.46383
17.04,0.45486
17.08,0.45613
17.12,0.45487
17.16,0.4574
17.2,0.45738
17.24,0.46249
17.28,0.46187
17.32,0.46537
17.36,0.46161
17.4,0.45723
17.44,0.45131
17.48,0.44944
17.52,0.45093
17.56,0.44982
17.6,0.45283
17.64,0.45853
17.68,0.46475
17.72,0.47105
17.76,0.46781
17.8,0.46125
17.84,0.46006
17.88,0.45925
17.92,0.47054
17.96,0.47677
18,0.48185
18.04,0.48465
18.08,0.49027
18.12,0.48567
18.16,0.48053
18.2,0.47933
18.24,0.48253
18.28,0.49181
18.32,0.49516
18.36,0.50087
18.4,0.51097
18.44,0.52496
18.48,0.53354
18.52,0.53602
18.56,0.54574
18.6,0.54628
18.64,0.53978
18.68,0.54366
18.72,0.55722
18.76,0.56306
18.8,0.56684
18.84,0.57438
18.88,0.57768
18.92,0.56827
18.96,0.56517
19,0.57099
19.04,0.58051
19.08,0.57272
19.12,0.59422
19.16,0.59435
19.2,0.59199
19.24,0.58032
19.28,0.57399
19.32,0.59265
19.36,0.60747
19.4,0.63898
19.44,0.66576
19.48,0.70366
19.52,0.69664
19.56,0.70968
19.6,0.70293
19.64,0.67535
19.68,0.6672
19.72,0.67137
19.76,0.67341
19.8,0.67699
19.84,0.6965
19.88,0.70124
19.92,0.70725
19.96,0.70846
20,0.70751
20.04,0.70972
20.08,0.70244
20.12,0.70233
20.16,0.69849
20.2,0.69833
20.24,0.70451
20.28,0.70644
20.32,0.69852
20.36,0.69307
20.4,0.68773
20.44,0.67943
20.48,0.67561
20.52,0.68139
20.56,0.68176
20.6,0.67971
20.64,0.68229
20.68,0.6903
20.72,0.68395
20.76,0.68563
20.8,0.6897
20.84,0.68667
20.88,0.6839
20.92,0.68394
20.96,0.6826
21,0.67951
21.04,0.6802
21.08,0.66733
21.12,0.6578
21.16,0.65693
21.2,0.6527
21.24,0.64661
21.28,0.65109
21.32,0.65604
21.36,0.65459
21.4,0.6569
21.44,0.65717
21.48,0.6586
21.52,0.66784
21.56,0.65114
21.6,0.63223
21.64,0.60677
21.68,0.57581
21.72,0.52588
21.76,0.52943
21.8,0.53147
21.84,0.52448
21.88,0.53339
21.92,0.53325
21.96,0.53185
22,0.5253
22.04,0.52698
22.08,0.50942
22.12,0.56212
22.16,0.57048
22.2,0.56663
22.24,0.58378
22.28,0.57407
22.32,0.51348
22.36,0.50107
22.4,0.49416
22.44,0.19925
22.48,0.49295
22.52,0.49068
22.56,0.48618
22.6,0.19736
22.64,0.48351
22.68,0.47365
22.72,0.46887
22.76,62.199
22.8,66.746
22.84,82.493
22.88,19.132
22.92,37.932
22.96,36.267
23,58.737
23.04,45.133
23.08,41.008
23.12,39.13
23.16,1.1862
23.2,36.324
23.24,1.1891
23.28,1.0944
23.32,1.1677
23.36,24.698
23.4,42.876
23.44,37.717
23.48,36.071
23.52,8.1873
23.56,5.6858
23.6,5.4383
23.64,1.9919
23.68,1.904
23.72,1.3749
23.76,1.7299
23.8,1.1964
23.84,6.2438
23.88,1.1316
23.92,6.6195
23.96,1.0488
24,1.0333
24.04,1.0785
24.08,1.0727
24.12,1.0972
24.16,1.0853
24.2,1.0791
24.24,1.0507
24.28,1.0628
24.32,1.0721
24.36,1.0142
24.4,0.99194
24.44,1.0088
24.48,1.0222
24.52,0.9929
24.56,1.0789
24.6,1.0947
24.64,1.0778
24.68,0.98598
24.72,0.98436
24.76,0.94539
24.8,0.92621
24.84,0.90445
24.88,0.91298
24.92,0.90487
24.96,0.87655
25,0.88085
25.04,0.88934
25.08,0.90899
25.12,0.90104
25.16,0.93658
25.2,0.92906
25.24,0.92082
25.28,0.90447
25.32,0.91597
25.36,0.90899
25.4,0.92105
25.44,0.91943
25.48,0.94501
25.52,0.93689
25.56,0.92502
25.6,0.92476
25.64,0.93159
25.68,0.91159
25.72,0.90876
25.76,0.89713
25.8,0.8818
25.84,0.88118
25.88,0.87635
25.92,0.87552
25.96,0.88217
26,0.86755
26.04,0.85874
26.08,0.86862
26.12,0.86706
26.16,0.8665
26.2,0.86365
26.24,0.84958
26.28,0.81978
26.32,0.79821
26.36,0.78519
26.4,0.77965
26.44,0.79157
26.48,0.79176
26.52,0.80516
26.56,0.79278
26.6,0.76333
26.64,0.75889
26.68,0.75408
26.72,0.73326
26.76,0.72539
26.8,0.72583
26.84,0.70441
26.88,0.69135
26.92,0.68475
26.96,0.67744
27,0.18462
27.04,0.6749
27.08,0.13905
27.12,0.67501
27.16,0.27299
27.2,0.10714
27.24,0.64342
27.28,0.1318
