0.06465,0.038035,0,-0.041373,-0.079511,-0.11339,-0.14116,-0.17152,-0.20117,-0.24153,-0.28501,-0.32593,-0.35554,-0.37952,-0.38584,-0.37911,-0.36349,-0.34192,-0.30333,-0.24947,-0.20938
0.061817,0.034753,0,-0.040369,-0.080543,-0.11846,-0.14759,-0.17708,-0.21022,-0.25,-0.29429,-0.33839,-0.36937,-0.3904,-0.39521,-0.38543,-0.3681,-0.34356,-0.30389,-0.25119,-0.20977
0.066003,0.036825,0,-0.041521,-0.079538,-0.11312,-0.1421,-0.16981,-0.20129,-0.23946,-0.28157,-0.327,-0.35836,-0.38239,-0.39057,-0.3842,-0.37052,-0.34918,-0.31056,-0.25732,-0.21611
0.06858,0.035938,0,-0.039664,-0.076843,-0.10495,-0.132,-0.15717,-0.18577,-0.22094,-0.26264,-0.30758,-0.33931,-0.36736,-0.37951,-0.37668,-0.3674,-0.34741,-0.30932,-0.25636,-0.21639
0.070191,0.035935,0,-0.040339,-0.074409,-0.10053,-0.12628,-0.15212,-0.18283,-0.21718,-0.26099,-0.30269,-0.33261,-0.35926,-0.37202,-0.37017,-0.36228,-0.34105,-0.30336,-0.25108,-0.21141
0.071824,0.036495,0,-0.03928,-0.071503,-0.096145,-0.12187,-0.14704,-0.17387,-0.211,-0.25299,-0.29432,-0.32575,-0.35271,-0.36768,-0.36743,-0.36121,-0.34141,-0.30532,-0.2584,-0.21917
0.075832,0.038405,0,-0.040218,-0.068097,-0.090379,-0.11687,-0.1413,-0.16946,-0.20736,-0.24951,-0.28777,-0.31614,-0.3415,-0.35644,-0.35434,-0.34707,-0.32731,-0.29365,-0.2467,-0.20841
0.074997,0.038303,0,-0.039169,-0.068703,-0.09102,-0.11665,-0.14067,-0.1707,-0.20664,-0.24772,-0.28662,-0.316,-0.3407,-0.35729,-0.35565,-0.34821,-0.32872,-0.29737,-0.25423,-0.21438
0.076722,0.041308,0,-0.04246,-0.070986,-0.095305,-0.12272,-0.14852,-0.17861,-0.21501,-0.25916,-0.29594,-0.32451,-0.34744,-0.3625,-0.35962,-0.35162,-0.33341,-0.3022,-0.25941,-0.21753
0.075656,0.041384,0,-0.040371,-0.070909,-0.097122,-0.12433,-0.14775,-0.17495,-0.21027,-0.25209,-0.28899,-0.32258,-0.34897,-0.36826,-0.36973,-0.36256,-0.34721,-0.31929,-0.27726,-0.23577
0.06768,0.037316,0,-0.041521,-0.075935,-0.11005,-0.14006,-0.16597,-0.19946,-0.23078,-0.27277,-0.30982,-0.3449,-0.37163,-0.3883,-0.38992,-0.3792,-0.36167,-0.33084,-0.28422,-0.2404
0.064258,0.035147,0,-0.040854,-0.078545,-0.11264,-0.14365,-0.17164,-0.20213,-0.2344,-0.27683,-0.31325,-0.35018,-0.3772,-0.39453,-0.39754,-0.38764,-0.36899,-0.33777,-0.29323,-0.24731
0.05518,0.029843,0,-0.039212,-0.078164,-0.11786,-0.15053,-0.18025,-0.21093,-0.24561,-0.28988,-0.32924,-0.36703,-0.39203,-0.40581,-0.40625,-0.39285,-0.37151,-0.33751,-0.29075,-0.24426
0.045835,0.024803,0,-0.033941,-0.071944,-0.11517,-0.1507,-0.18225,-0.21409,-0.24926,-0.28944,-0.331,-0.37096,-0.39692,-0.40729,-0.40606,-0.38945,-0.36516,-0.33107,-0.2856,-0.23889
0.041096,0.021534,0,-0.033545,-0.072775,-0.11561,-0.15261,-0.18682,-0.22131,-0.25538,-0.2984,-0.34296,-0.38004,-0.40164,-0.4099,-0.40496,-0.38634,-0.36,-0.32446,-0.27883,-0.23191
0.041708,0.022521,0,-0.033545,-0.072775,-0.1148,-0.15316,-0.18917,-0.22382,-0.26164,-0.30448,-0.34969,-0.38578,-0.4017,-0.40914,-0.40183,-0.38239,-0.35443,-0.3177,-0.27206,-0.22688
0.042902,0.024002,0,-0.035796,-0.074224,-0.11549,-0.15349,-0.1888,-0.22429,-0.26097,-0.30495,-0.35168,-0.38597,-0.40201,-0.40915,-0.40164,-0.38165,-0.35379,-0.3179,-0.2711,-0.2275
0.037277,0.022185,0,-0.031785,-0.067458,-0.11054,-0.15146,-0.18946,-0.22709,-0.26581,-0.31062,-0.35405,-0.3844,-0.39632,-0.39893,-0.38629,-0.36185,-0.33129,-0.29467,-0.24658,-0.20447
0.030395,0.0194,0,-0.029385,-0.065005,-0.10858,-0.14974,-0.188,-0.22802,-0.2687,-0.31575,-0.35935,-0.38778,-0.39478,-0.39429,-0.37902,-0.35154,-0.31893,-0.28138,-0.23255,-0.19146
0.016919,0.013782,0,-0.023506,-0.054697,-0.10113,-0.14277,-0.18266,-0.22327,-0.26562,-0.31055,-0.3493,-0.37313,-0.37464,-0.36574,-0.34388,-0.31202,-0.2767,-0.23663,-0.18857,-0.14852
0.014747,0.012821,0,-0.023506,-0.052276,-0.098956,-0.13989,-0.17757,-0.21893,-0.26053,-0.30592,-0.34634,-0.37163,-0.37823,-0.3708,-0.35043,-0.31957,-0.2845,-0.24594,-0.19837,-0.15661
-0.033997,-0.010996,0,0.0044995,-0.0057099,-0.038368,-0.072226,-0.10826,-0.14711,-0.18571,-0.22367,-0.25519,-0.26054,-0.24767,-0.21605,-0.17301,-0.13219,-0.092069,-0.052555,-0.014967,0.014641
-0.033198,-0.011311,0,0.0047358,-0.0051349,-0.036157,-0.068608,-0.1031,-0.14053,-0.17786,-0.21592,-0.24852,-0.25896,-0.24705,-0.21787,-0.17568,-0.13445,-0.094264,-0.054651,-0.01697,0.012474
-0.033151,-0.012592,0,0.0047358,-0.003807,-0.033502,-0.065952,-0.10018,-0.13623,-0.17356,-0.21178,-0.24453,-0.25896,-0.24837,-0.21782,-0.17692,-0.13553,-0.095228,-0.055615,-0.017776,0.011668
-0.037987,-0.015887,0,0.010288,0.0063575,-0.016803,-0.044259,-0.074497,-0.1071,-0.14187,-0.17774,-0.20862,-0.2196,-0.20616,-0.17209,-0.12748,-0.084257,-0.044044,-0.0048989,0.030023,0.055655
-0.044624,-0.020486,0,0.014998,0.01496,-0.0023588,-0.02502,-0.052984,-0.084122,-0.11646,-0.14963,-0.17631,-0.1836,-0.16576,-0.12825,-0.081576,-0.037535,0.0021098,0.0402,0.072673,0.095398
-0.045889,-0.021751,0,0.014998,0.016764,0.0011072,-0.022676,-0.050244,-0.081238,-0.11372,-0.14689,-0.17465,-0.18306,-0.16648,-0.12898,-0.083027,-0.038986,0.0013096,0.039257,0.072555,0.096799
-0.054463,-0.027453,0,0.022018,0.029087,0.022509,0.004321,-0.018884,-0.047404,-0.07687,-0.10512,-0.12763,-0.12861,-0.10749,-0.065565,-0.015377,0.029258,0.068246,0.10402,0.13327,0.15256
-0.056461,-0.028488,0,0.024462,0.032863,0.02916,0.013946,-0.0093162,-0.037511,-0.064866,-0.092291,-0.11453,-0.11175,-0.08919,-0.04776,0.0031498,0.04813,0.086636,0.12175,0.15102,0.16869
-0.053717,-0.026382,0,0.023008,0.031211,0.027823,0.010844,-0.014668,-0.045176,-0.075189,-0.10443,-0.12919,-0.13097,-0.11223,-0.073943,-0.026149,0.019865,0.059099,0.095159,0.12753,0.14753
-0.053308,-0.026041,0,0.022863,0.030735,0.025624,0.0048075,-0.022674,-0.053926,-0.084253,-0.11405,-0.13723,-0.13912,-0.11906,-0.081614,-0.035304,0.010283,0.049504,0.086021,0.11841,0.14033
-0.048769,-0.023869,0,0.020136,0.02491,0.017882,-0.0041997,-0.033225,-0.063749,-0.094701,-0.12583,-0.1504,-0.15593,-0.13987,-0.10498,-0.059486,-0.012948,0.026741,0.063861,0.097984,0.12118
-0.042733,-0.01927,0,0.015945,0.019656,0.0099605,-0.015773,-0.047469,-0.08048,-0.11334,-0.14726,-0.17505,-0.18321,-0.17221,-0.14046,-0.097556,-0.052124,-0.011952,0.026336,0.06239,0.088859
-0.043244,-0.019609,0,0.016269,0.017929,0.0058362,-0.020902,-0.052637,-0.085842,-0.1189,-0.15206,-0.17812,-0.1823,-0.16891,-0.13533,-0.091817,-0.047177,-0.0072712,0.031021,0.065737,0.09238
-0.038652,-0.018541,0,0.012408,0.011393,-0.0033205,-0.033312,-0.067097,-0.10212,-0.13679,-0.17174,-0.19923,-0.20523,-0.19469,-0.16354,-0.12245,-0.078877,-0.038534,0.00069774,0.036705,0.065422
-0.038616,-0.017949,0,0.012882,0.012512,-0.0030683,-0.032092,-0.065236,-0.1,-0.13462,-0.16661,-0.1953,-0.19928,-0.18936,-0.15905,-0.11588,-0.071914,-0.031308,0.0078079,0.043282,0.071609
-0.038746,-0.017949,0,0.012882,0.01511,0.00069925,-0.029223,-0.062866,-0.098791,-0.13444,-0.16684,-0.19512,-0.19884,-0.18515,-0.15471,-0.11024,-0.066676,-0.02634,0.012906,0.04745,0.076307
-0.034241,-0.017087,0,0.009107,0.0076924,-0.012068,-0.043463,-0.079068,-0.11643,-0.15362,-0.18748,-0.21649,-0.22194,-0.2082,-0.1787,-0.13671,-0.094051,-0.053772,-0.014116,0.021712,0.052032
-0.025782,-0.011516,0,0.0047358,0.00022356,-0.022896,-0.057211,-0.093662,-0.13103,-0.16847,-0.20287,-0.23456,-0.24644,-0.23846,-0.21338,-0.17641,-0.13459,-0.094074,-0.054174,-0.016066,0.015831
-0.025163,-0.010568,0,0.0050225,-0.0031269,-0.028676,-0.061849,-0.09694,-0.1327,-0.16865,-0.20176,-0.23324,-0.24602,-0.23633,-0.2109,-0.1721,-0.1301,-0.089646,-0.049892,-0.012034,0.019705
-0.035589,-0.016438,0,0.013441,0.011587,-0.0033099,-0.02978,-0.058501,-0.08925,-0.12183,-0.15465,-0.18141,-0.18975,-0.17557,-0.14366,-0.10107,-0.056278,-0.015723,0.022907,0.0574,0.085037
-0.028132,-0.013362,0,0.0091382,0.0026305,-0.017022,-0.045704,-0.075629,-0.10725,-0.14052,-0.17367,-0.20277,-0.21728,-0.2106,-0.18191,-0.1449,-0.10079,-0.059882,-0.020597,0.016479,0.045912
-0.012,-0.004,0,1.4211e-14,-0.016,-0.044,-0.077333,-0.11067,-0.144,-0.17867,-0.21333,-0.24667,-0.26933,-0.27067,-0.252,-0.224,-0.184,-0.144,-0.104,-0.064,-0.030667
-0.013333,-0.0066667,0,1.0658e-14,-0.013333,-0.04,-0.073333,-0.10533,-0.13867,-0.17333,-0.20933,-0.244,-0.268,-0.27067,-0.252,-0.224,-0.184,-0.144,-0.104,-0.064,-0.030667
0.001799,0.0029633,0,-0.0091382,-0.029961,-0.061225,-0.098134,-0.13368,-0.16896,-0.20624,-0.24453,-0.28508,-0.31095,-0.31862,-0.30662,-0.28551,-0.25078,-0.21308,-0.17375,-0.13245,-0.09586
0.013645,0.0096038,0,-0.017458,-0.04327,-0.080626,-0.12148,-0.16033,-0.19725,-0.23505,-0.27516,-0.31836,-0.34611,-0.35701,-0.352,-0.33575,-0.3064,-0.27113,-0.23275,-0.19007,-0.15246
0.018253,0.012425,0,-0.020375,-0.051142,-0.09047,-0.13185,-0.16988,-0.20688,-0.2451,-0.28481,-0.32868,-0.35501,-0.36468,-0.36249,-0.34764,-0.32069,-0.28723,-0.24918,-0.20676,-0.16956
0.018031,0.012203,0,-0.020375,-0.052373,-0.092385,-0.13285,-0.17043,-0.20764,-0.24587,-0.28536,-0.32991,-0.35501,-0.3649,-0.36104,-0.34742,-0.32192,-0.28824,-0.25019,-0.20822,-0.17079
0.023014,0.015487,0,-0.023008,-0.060743,-0.099767,-0.13874,-0.17727,-0.21432,-0.25282,-0.29167,-0.33597,-0.35884,-0.36857,-0.36689,-0.35548,-0.33226,-0.30042,-0.26283,-0.22152,-0.18451
0.0041396,0.0051244,0,-0.011916,-0.041675,-0.075189,-0.11421,-0.1517,-0.18623,-0.22309,-0.26085,-0.29925,-0.32005,-0.32463,-0.31721,-0.29925,-0.26998,-0.23358,-0.19395,-0.15321,-0.11712
-0.00034114,0.0029837,0,-0.0083485,-0.037689,-0.068002,-0.10476,-0.14008,-0.17305,-0.20783,-0.24316,-0.27966,-0.30325,-0.30951,-0.30345,-0.28608,-0.25547,-0.21837,-0.17874,-0.13876,-0.1029
0.0055598,0.0050871,0,-0.012848,-0.043946,-0.076744,-0.11572,-0.15049,-0.18452,-0.21944,-0.25636,-0.29488,-0.32221,-0.33261,-0.32924,-0.31377,-0.28524,-0.24963,-0.21053,-0.17028,-0.13362
0.0044062,0.005227,0,-0.012848,-0.043946,-0.077035,-0.11615,-0.15093,-0.18482,-0.21973,-0.25679,-0.29531,-0.3225,-0.33434,-0.3301,-0.31334,-0.28338,-0.24777,-0.20867,-0.16755,-0.13117
0.0032526,0.0039335,0,-0.012848,-0.042652,-0.077187,-0.11744,-0.15179,-0.18611,-0.22059,-0.25795,-0.29617,-0.32452,-0.33636,-0.33212,-0.3145,-0.28367,-0.24763,-0.20853,-0.16698,-0.13088
-0.00063256,0.0015554,0,-0.0091382,-0.03693,-0.066909,-0.10549,-0.14121,-0.17819,-0.21131,-0.24842,-0.2858,-0.31026,-0.31942,-0.31106,-0.29007,-0.25641,-0.21912,-0.17954,-0.13796,-0.10269
-0.00052052,0.00091265,0,-0.0087089,-0.03339,-0.061621,-0.097143,-0.13475,-0.17205,-0.20638,-0.2448,-0.28348,-0.30713,-0.31568,-0.30545,-0.28508,-0.25205,-0.21457,-0.17511,-0.13341,-0.098462
-0.0069066,-0.00081979,0,-0.0043993,-0.02351,-0.049165,-0.081061,-0.11861,-0.15354,-0.18887,-0.2275,-0.26569,-0.28622,-0.29126,-0.2775,-0.25459,-0.21859,-0.17972,-0.14001,-0.098962,-0.064749
-0.012,-0.004,0,-1.0658e-14,-0.014667,-0.037333,-0.066667,-0.10267,-0.136,-0.17067,-0.208,-0.244,-0.26267,-0.264,-0.24933,-0.224,-0.18533,-0.14533,-0.10533,-0.065333,-0.032
-0.010667,-0.0026667,0,0,-0.013333,-0.037333,-0.066667,-0.1,-0.13333,-0.168,-0.20533,-0.24133,-0.26133,-0.26267,-0.248,-0.224,-0.18533,-0.14533,-0.10533,-0.065333,-0.032
-0.0056258,0.00046102,0,-0.0043993,-0.01962,-0.049213,-0.079289,-0.1132,-0.14661,-0.18342,-0.22032,-0.25826,-0.28282,-0.28914,-0.27932,-0.26039,-0.22606,-0.18755,-0.14798,-0.10743,-0.072829
0.001895,0.004083,0,-0.0091382,-0.030563,-0.065693,-0.097765,-0.13149,-0.16578,-0.20315,-0.24072,-0.28093,-0.30539,-0.31454,-0.30888,-0.29175,-0.25959,-0.22274,-0.18379,-0.14287,-0.10731
-0.018885,-0.0087057,0,0.0046249,-0.0025064,-0.02589,-0.052434,-0.081964,-0.11512,-0.15003,-0.1847,-0.21824,-0.23447,-0.2332,-0.21881,-0.19096,-0.1492,-0.10794,-0.067949,-0.02848,0.0031116
-0.013333,-0.0066667,0,0,-0.0093333,-0.033333,-0.062667,-0.094667,-0.12933,-0.16533,-0.20133,-0.23867,-0.26,-0.26267,-0.25467,-0.23067,-0.19333,-0.15333,-0.11333,-0.073333,-0.04
-0.021541,-0.011361,0,0.0046249,5.2086e-05,-0.019507,-0.044245,-0.076529,-0.10937,-0.14428,-0.17899,-0.21419,-0.23191,-0.23193,-0.22274,-0.19638,-0.15701,-0.11554,-0.075205,-0.035577,-0.0038257
-0.014667,-0.0093333,0,0,-0.0066667,-0.026667,-0.054667,-0.089333,-0.124,-0.16,-0.19733,-0.23467,-0.256,-0.26,-0.256,-0.23333,-0.19867,-0.15867,-0.11867,-0.078667,-0.045333
-0.019572,-0.01242,0,0.0043993,0.0048124,-0.0083093,-0.031773,-0.063801,-0.097708,-0.13265,-0.16878,-0.20427,-0.22647,-0.22955,-0.22466,-0.20116,-0.1658,-0.12415,-0.08359,-0.043777,-0.011644
0.0024669,-0.00078451,0,-0.012346,-0.027151,-0.051414,-0.083898,-0.12243,-0.16106,-0.19755,-0.23562,-0.27517,-0.30821,-0.3241,-0.33205,-0.32455,-0.30432,-0.27041,-0.2337,-0.19472,-0.15929
-0.014667,-0.0093333,0,1.0658e-14,-0.0066667,-0.024,-0.048,-0.081333,-0.116,-0.15067,-0.18667,-0.22267,-0.252,-0.25867,-0.256,-0.24,-0.208,-0.168,-0.128,-0.088,-0.054667
